region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25
United Arab Emirates,walking,100.0,102.29,93.86,108.43,113.32,104.46,94.93,95.39,93.25,95.57,104.79,105.5,106.04,99.18,101.14,98.25,96.29,102.68,107.64,104.04,96.89,99.36,94.11,97.71,107.04,109.61,101.93,101.25,98.21,97.86,98.25,107.32,111.39,109.75,105.64,101.79,105.61,103.68,115.86,111.25,101.54,95.21,95.18,92.86,92.5,96.0,106.89,93.89,92.89,86.61,85.11,88.64,92.54,97.14,94.57,88.29,87.96,88.61,83.46,77.29,83.46,70.79,69.14,66.43,59.79,60.71,55.46,57.5,55.43,48.86,41.64,45.46,46.07,40.07,40.04,38.43,41.5,47.86,43.25,43.29,42.14,39.21,42.64,40.29,42.75,39.71,45.0,37.93,47.46,50.71,56.86,48.5,48.32,43.18,40.57,47.0,51.04,44.18,47.0,45.43,50.93,48.5,42.25,43.0,47.5,44.86,49.21,51.54,48.36,53.61,51.36,52.0,51.96,52.11,50.5,48.39,49.79,53.32,53.86,,,53.36,54.86,53.96,55.29,55.21,57.32,58.68,54.39,52.71,57.32,56.64,60.36,59.18
United Kingdom,driving,100.0,104.86,106.4,104.28,109.27,108.3,94.3,103.22,107.88,108.79,106.41,113.54,111.13,95.33,101.81,105.64,106.97,105.43,114.55,112.34,96.88,100.79,106.62,107.82,107.32,114.77,111.59,95.17,108.75,108.02,108.95,109.78,119.65,109.55,101.42,118.6,119.26,121.56,118.33,127.35,115.64,101.34,108.75,108.16,109.74,109.6,122.59,115.93,100.48,104.64,108.34,109.59,109.18,118.61,115.05,97.9,101.47,102.73,102.32,94.18,99.62,94.11,76.22,79.05,69.91,66.55,67.07,68.81,56.73,46.81,52.26,38.31,36.16,35.19,36.93,29.6,24.72,32.8,34.38,34.1,34.25,37.6,31.53,27.02,34.74,36.06,36.67,38.05,34.4,31.74,24.46,29.72,38.71,40.02,40.08,41.72,35.18,31.94,39.99,41.19,42.03,42.36,45.69,39.03,34.9,41.8,41.61,42.53,43.52,47.82,42.57,36.61,44.71,46.94,48.33,49.14,44.14,43.57,38.3,,,55.21,57.51,62.85,59.52,54.31,60.76,64.52,68.48,67.05,71.91,65.31,59.17,69.35
United Kingdom,transit,100.0,104.2,105.37,103.89,109.38,115.05,99.52,103.88,108.0,110.91,108.37,115.49,118.64,100.95,103.81,105.67,109.06,108.51,118.03,119.31,105.44,104.05,106.8,109.37,108.48,116.15,122.06,100.52,106.76,107.86,110.08,107.83,117.79,119.0,109.71,119.36,118.76,121.93,118.81,126.56,126.9,105.46,107.92,108.13,108.85,108.32,118.5,118.75,103.74,103.96,105.51,106.1,105.14,114.68,118.05,97.76,99.0,99.54,95.28,86.55,88.77,88.31,67.17,61.47,49.57,43.41,41.52,37.97,30.08,28.1,27.42,19.49,17.87,16.97,16.56,15.38,15.34,16.85,16.4,16.0,15.91,15.53,14.41,14.81,15.8,15.57,15.59,15.45,14.92,14.17,13.5,15.29,16.35,16.64,16.26,15.65,14.82,15.7,17.27,17.05,17.04,16.97,16.63,16.37,16.96,17.53,16.65,16.79,16.48,17.21,17.21,17.71,19.24,19.2,19.38,19.43,19.1,19.91,19.04,,,21.85,21.52,22.2,21.64,22.73,25.09,25.44,26.88,25.97,25.87,24.61,25.52,29.77
United Kingdom,walking,100.0,106.14,114.37,112.59,128.99,157.81,101.98,109.43,118.46,122.92,122.03,139.4,165.49,97.84,104.79,113.53,122.36,119.75,143.62,169.08,103.22,106.76,115.85,124.21,123.83,142.03,169.55,79.14,101.55,111.72,122.43,120.97,153.72,152.82,98.69,128.1,130.01,136.18,131.67,152.89,169.46,101.08,104.26,115.57,121.26,119.74,138.49,162.75,105.44,107.54,114.84,116.67,110.07,144.51,172.59,101.39,100.87,108.28,111.71,102.65,117.26,132.4,73.47,75.75,62.55,56.11,54.04,58.17,52.54,42.16,45.89,37.23,38.72,38.3,40.83,37.43,29.62,34.55,38.69,38.16,38.45,42.67,42.78,36.77,37.16,41.7,41.69,43.55,45.19,44.4,34.94,37.14,45.4,48.31,46.97,44.36,42.18,44.39,44.92,45.61,46.54,46.36,49.85,49.52,44.12,41.46,35.33,37.8,37.29,44.94,50.01,39.99,43.61,45.92,49.36,50.31,53.26,55.61,38.68,,,50.92,53.86,60.28,62.16,54.38,56.37,61.57,65.86,61.35,64.7,60.98,58.47,69.28
United States,driving,100.0,102.97,105.19,108.48,125.51,115.04,90.91,102.57,103.07,103.01,107.9,124.7,120.92,87.32,97.97,101.54,102.2,107.61,126.08,122.32,85.25,98.86,101.99,101.77,107.72,124.07,122.87,91.58,102.93,106.75,109.02,118.36,145.4,132.51,102.27,110.78,109.46,110.85,114.86,135.85,134.35,99.48,106.23,110.27,112.36,118.85,139.8,138.41,101.04,107.73,112.98,113.05,119.74,139.98,137.37,101.64,109.65,111.34,110.97,108.49,117.01,102.87,76.16,84.09,77.04,72.84,70.21,74.33,62.31,46.45,55.73,55.52,55.24,56.81,62.22,52.56,42.96,53.53,53.98,55.49,55.64,60.61,52.22,42.19,53.73,55.27,56.21,56.9,63.87,57.51,37.42,54.98,59.3,63.03,64.11,70.71,65.07,52.71,65.15,65.0,66.49,68.0,76.68,72.62,57.06,68.77,71.33,71.86,74.98,88.5,84.34,68.08,78.01,80.55,81.47,85.85,95.56,93.62,70.41,,,91.01,94.41,109.51,104.87,83.6,94.5,99.48,102.44,107.95,125.32,115.84,95.79,92.54
United States,transit,100.0,97.77,98.84,99.04,108.03,97.41,85.4,92.39,100.27,101.06,103.29,113.06,101.88,81.35,97.56,97.08,97.49,100.72,110.99,103.42,80.2,96.48,97.63,98.26,101.15,110.91,107.27,84.2,98.3,100.64,102.08,106.67,119.06,107.77,91.63,101.73,104.64,105.16,106.16,117.14,110.65,87.27,99.21,100.12,100.52,102.98,116.02,109.92,85.31,98.06,100.26,101.5,103.53,111.5,107.32,84.23,97.1,92.48,89.97,79.08,76.78,64.59,49.93,50.79,43.58,39.63,36.76,35.8,29.31,24.84,28.17,27.91,26.94,27.09,28.07,23.83,22.39,26.51,25.47,25.24,24.67,25.04,22.42,20.92,24.71,24.65,24.51,23.69,24.31,22.65,19.06,23.67,24.44,24.23,24.06,24.89,22.89,22.11,26.13,25.1,25.09,25.08,25.99,24.85,22.47,26.64,27.32,26.84,26.66,29.24,28.11,26.35,30.0,29.8,29.47,30.12,30.07,28.58,24.77,,,30.69,30.83,33.06,31.28,28.39,32.65,32.74,33.2,33.67,36.12,33.43,31.38,33.08
United States,walking,100.0,99.59,101.87,100.6,121.36,132.38,100.1,94.79,94.84,97.04,100.83,126.67,139.61,89.9,91.94,93.97,94.44,99.96,125.02,140.8,88.42,92.42,93.82,94.52,97.6,122.23,142.94,92.83,91.94,96.13,99.84,108.3,147.82,158.55,116.26,107.52,100.23,103.21,106.25,136.41,162.45,106.11,99.34,103.03,101.84,107.83,136.34,155.82,102.29,99.2,104.76,104.61,111.67,133.94,155.7,107.77,105.33,103.06,102.34,96.43,105.88,105.24,69.72,69.43,64.05,59.26,56.3,59.59,52.26,39.71,44.31,46.34,46.04,48.25,51.95,44.42,38.29,45.36,45.06,47.41,47.1,50.2,45.77,38.89,46.94,48.7,48.77,46.28,51.97,50.69,34.2,44.06,48.68,50.37,50.64,54.85,52.49,45.86,53.87,51.9,52.86,52.92,58.89,60.0,45.95,54.93,57.61,56.67,57.81,69.58,71.29,57.64,63.27,64.79,64.32,68.9,73.57,75.32,55.76,,,76.46,78.54,92.87,92.48,72.02,79.45,84.13,86.94,90.55,104.37,101.57,85.35,78.61
Uruguay,driving,100.0,96.84,92.9,103.48,114.91,115.03,99.48,93.3,90.33,91.99,91.7,105.14,112.73,94.35,86.79,81.38,77.9,86.05,101.42,115.88,83.72,87.54,87.68,90.01,92.01,108.97,108.71,84.47,97.05,91.78,94.52,101.22,124.23,123.6,91.1,94.13,91.29,96.69,99.72,122.52,140.0,102.44,101.71,101.88,91.86,90.42,99.91,103.88,76.88,85.03,86.79,87.43,87.65,105.24,109.39,80.85,83.25,82.84,83.37,78.45,90.56,63.22,37.71,46.97,35.0,30.22,28.53,34.77,28.51,17.88,28.96,26.6,25.98,26.87,31.33,24.88,18.69,28.97,28.71,27.48,29.38,38.33,31.06,20.06,31.53,30.47,31.66,30.94,27.61,32.85,24.94,33.68,28.74,33.16,36.07,45.24,38.41,24.94,39.45,40.19,40.1,42.79,48.61,38.88,26.24,38.65,34.07,43.28,52.36,32.9,43.76,34.37,46.07,45.63,48.98,49.01,60.74,60.03,42.71,,,51.38,50.65,61.72,60.31,43.34,49.57,51.18,53.76,48.23,56.06,58.64,40.29,47.02
Uruguay,walking,100.0,94.9,78.04,100.46,105.04,98.78,76.52,89.94,91.02,93.33,92.41,97.53,87.8,59.06,80.88,81.43,79.01,77.77,88.53,79.56,62.04,79.42,88.75,86.9,86.85,94.96,87.58,60.52,89.97,97.48,94.5,101.55,116.46,88.1,63.72,82.86,92.35,92.6,102.85,102.9,98.94,95.69,89.48,74.57,96.48,100.43,102.25,93.66,67.16,104.77,102.52,107.35,104.34,112.5,90.86,65.21,101.9,109.63,97.59,101.52,100.62,49.97,38.53,47.53,34.38,23.86,22.86,29.09,24.02,15.21,25.24,19.71,22.64,19.6,23.21,18.63,14.1,21.37,21.29,20.44,22.37,27.36,23.59,14.91,21.12,23.67,25.73,22.53,19.33,23.64,14.24,25.57,19.77,23.05,26.22,30.91,26.06,17.38,31.13,31.48,31.91,32.81,34.19,25.11,19.74,29.93,25.03,34.41,33.54,21.2,30.97,23.48,38.77,35.22,36.06,40.05,44.36,40.1,25.89,,,43.98,43.36,45.44,41.16,27.85,39.99,42.52,45.28,35.39,41.38,38.26,28.34,36.96
Vietnam,driving,100.0,104.96,108.67,107.09,121.07,130.4,123.99,122.77,120.96,103.91,70.68,56.81,86.48,125.17,153.73,162.96,149.42,137.38,129.97,127.24,107.57,95.5,92.32,92.22,92.86,99.42,105.93,100.68,100.11,103.18,103.9,109.86,122.23,116.4,102.65,97.81,97.44,98.03,99.91,109.38,116.08,105.12,99.68,98.72,96.6,98.42,109.4,121.78,106.65,95.18,93.59,95.46,97.22,106.24,100.88,91.71,81.57,81.99,80.38,76.95,81.5,84.18,78.15,76.46,71.83,69.91,69.79,72.95,74.29,69.43,65.78,65.91,63.38,63.02,62.06,56.53,54.43,53.34,50.55,43.66,43.27,41.82,41.01,42.45,44.08,44.9,44.87,45.84,47.82,46.42,45.59,46.78,48.57,54.63,56.93,57.54,58.19,58.25,58.33,57.64,60.04,64.88,70.48,75.17,74.14,78.11,85.93,125.94,115.6,108.03,107.64,100.71,91.07,89.48,90.36,92.41,103.68,114.84,103.08,,,89.86,95.64,109.9,120.71,102.39,92.55,90.04,90.5,93.62,107.46,117.66,98.95,88.63
Vietnam,walking,100.0,104.44,108.2,107.49,116.63,124.02,117.43,117.82,114.65,101.84,80.34,73.08,84.59,111.85,132.54,139.7,126.81,119.5,115.27,113.08,100.13,93.1,93.21,94.87,95.51,98.7,103.37,102.77,104.88,104.84,107.65,108.32,122.17,115.14,105.98,99.9,100.42,100.87,102.83,107.32,115.79,104.8,101.27,99.19,98.67,100.0,108.48,114.3,104.05,97.97,94.05,96.56,99.0,105.0,99.66,91.76,83.21,85.85,82.58,82.65,83.18,86.35,77.62,76.35,70.34,68.5,68.85,71.51,72.24,67.33,65.01,64.19,60.87,61.18,59.87,56.36,53.06,51.81,48.66,45.43,46.67,43.79,43.99,44.22,45.12,45.84,45.94,46.74,48.89,48.27,46.31,47.65,48.82,53.42,56.38,57.43,58.28,58.35,59.5,57.05,59.06,61.25,66.31,72.32,70.59,73.09,78.36,98.16,95.04,90.82,91.44,88.96,86.78,87.52,88.51,89.33,98.88,109.92,97.73,,,87.72,96.73,107.53,122.15,101.21,94.33,90.18,91.51,94.32,108.15,121.62,99.9,90.26
Belfast,driving,100.0,108.49,111.95,124.1,125.7,121.01,81.15,105.81,111.29,117.19,111.33,123.62,120.68,83.35,104.53,111.83,113.3,122.51,127.43,126.86,88.98,103.86,111.7,114.45,115.24,123.25,116.0,77.55,107.16,105.29,115.25,121.03,128.31,116.11,86.77,115.35,121.93,128.35,125.46,131.71,128.22,89.95,104.33,110.98,115.64,124.68,129.57,123.74,86.57,109.4,118.8,117.6,113.9,126.59,122.48,84.9,104.87,109.95,106.88,96.18,100.57,94.84,64.31,73.09,66.11,64.27,64.25,76.41,57.41,41.6,48.09,38.6,34.88,36.1,40.97,35.59,26.52,35.49,35.66,35.47,36.67,45.17,40.51,30.27,37.38,39.82,40.92,44.54,48.57,42.82,26.38,33.79,38.44,43.92,45.86,50.25,44.03,32.53,43.1,45.23,45.31,45.85,54.27,45.71,34.48,44.74,44.37,44.36,46.88,55.51,48.26,36.64,45.72,49.78,51.44,52.73,54.55,53.63,39.19,,,54.3,54.94,64.03,59.42,43.95,55.9,63.63,66.24,68.07,76.52,71.76,59.14,70.46
Belfast,transit,100.0,100.2,103.68,118.45,113.7,104.21,92.71,103.94,101.94,107.15,100.33,111.23,105.68,84.43,99.4,107.55,106.08,111.97,107.49,103.54,93.65,97.73,95.79,114.51,120.25,100.67,95.59,90.37,109.63,100.0,117.98,101.4,121.59,103.54,99.2,123.33,133.29,129.68,122.46,105.61,104.55,89.44,109.76,103.34,97.53,125.4,117.98,104.68,80.35,116.24,109.56,112.9,109.69,103.28,100.27,86.36,93.98,111.97,98.13,85.16,82.95,68.85,50.74,54.01,42.05,43.25,34.36,35.09,27.61,21.99,24.6,20.32,16.04,14.44,16.11,16.24,14.57,19.39,13.84,16.91,16.51,13.03,14.84,12.3,14.77,19.59,16.51,19.65,16.98,14.57,16.38,17.51,18.18,19.59,21.59,17.25,19.18,14.04,19.99,17.91,18.45,15.84,19.45,17.58,14.57,18.32,16.44,14.37,13.84,14.97,16.38,17.05,19.79,18.52,20.52,19.45,19.25,18.25,20.66,,,23.93,19.85,21.39,21.93,18.25,25.2,27.81,26.0,25.53,20.79,16.51,25.0,26.8
Belfast,walking,100.0,116.7,123.2,127.89,147.78,179.12,93.03,121.72,127.02,128.53,120.19,152.23,165.74,94.3,112.8,111.06,131.11,135.05,150.14,190.08,100.42,107.81,119.34,133.0,131.19,145.62,163.31,84.72,110.88,104.86,130.82,137.68,174.5,180.12,110.67,140.92,149.26,155.51,154.36,171.04,178.28,101.83,116.48,115.16,119.18,138.46,162.07,169.92,99.7,116.16,140.87,134.64,119.5,152.5,167.42,98.71,109.99,123.14,115.49,106.37,129.86,128.67,71.23,75.15,78.38,55.19,50.36,59.14,42.51,32.37,39.97,34.58,35.16,35.11,38.21,35.88,28.22,31.98,33.7,33.79,31.04,42.67,38.78,28.49,34.95,41.09,39.96,43.41,48.98,47.67,29.82,39.58,48.19,52.79,53.24,54.34,45.47,38.51,44.65,45.18,46.69,46.43,49.62,45.18,35.99,38.64,39.47,37.06,36.54,45.33,46.38,34.7,40.46,47.78,48.77,46.49,51.12,52.3,36.13,,,48.71,49.78,55.82,55.19,35.91,48.71,52.19,58.72,57.87,58.86,55.51,48.21,63.38
Birmingham,driving,100.0,104.03,102.98,103.8,105.29,102.57,85.85,104.19,107.52,106.28,107.32,109.67,106.49,87.77,99.69,108.12,108.75,102.93,110.65,106.63,89.76,99.36,105.25,104.19,107.74,114.86,104.45,84.46,103.17,108.72,106.75,106.71,118.65,103.96,95.88,112.14,113.38,117.4,120.3,120.5,107.54,101.81,104.81,117.91,109.54,106.67,122.35,110.72,90.96,103.13,111.88,109.46,109.59,114.06,110.9,90.8,100.83,104.42,103.38,95.73,96.96,87.48,70.84,77.77,69.62,67.46,66.72,66.42,53.56,43.29,52.48,38.79,36.3,35.55,37.77,30.54,25.0,33.52,35.18,34.77,34.51,38.16,32.58,27.28,35.75,36.9,37.67,38.58,36.16,33.41,25.42,31.77,40.26,41.55,41.24,43.27,35.88,32.27,41.37,42.09,43.7,43.2,47.05,39.94,34.31,42.79,42.55,43.8,44.47,49.41,43.72,36.67,46.02,48.27,49.89,50.25,45.44,45.14,38.4,,,55.39,57.79,62.17,58.57,51.65,60.57,64.6,66.88,66.76,73.42,65.66,56.99,66.59
Birmingham,transit,100.0,102.32,103.58,100.84,97.53,87.24,83.08,102.35,103.16,106.99,100.85,99.86,90.47,83.71,103.48,106.51,105.37,103.24,98.45,88.86,82.38,101.36,105.08,108.81,102.72,103.46,89.19,80.68,101.47,105.77,107.16,103.45,104.24,88.53,86.75,106.79,110.96,110.95,107.66,104.25,90.49,84.76,105.75,111.82,108.14,106.13,112.85,94.0,88.61,109.78,115.28,110.29,105.52,107.38,95.28,83.67,104.3,104.25,103.65,96.03,88.18,73.05,64.75,77.11,63.43,57.82,51.91,50.73,39.31,35.23,36.28,28.4,24.84,22.83,23.04,20.84,20.01,24.44,22.51,22.02,20.4,21.48,19.26,19.02,19.89,20.84,20.39,19.05,18.44,16.51,17.52,20.43,22.7,22.27,21.54,20.22,17.89,18.17,21.82,22.21,21.67,20.81,19.56,19.24,18.68,22.85,21.24,21.22,20.44,21.09,21.33,20.6,24.91,22.64,23.92,25.23,24.34,21.92,21.32,,,26.55,27.04,25.98,23.93,26.26,29.45,28.45,31.57,27.89,30.04,26.1,26.43,31.7
Birmingham,walking,100.0,108.45,116.34,111.06,124.85,161.21,98.32,112.92,121.15,126.35,123.56,145.85,192.1,94.15,109.59,125.46,145.09,121.28,141.72,182.14,102.12,110.14,121.02,126.68,125.22,134.08,166.45,76.23,102.4,117.76,123.76,119.11,165.71,160.79,96.98,122.71,123.58,132.16,137.18,146.27,173.57,95.43,108.78,146.28,122.19,120.62,140.97,189.7,104.45,115.09,122.58,123.15,116.28,142.53,195.42,93.04,101.25,113.56,115.78,105.2,115.74,134.46,71.09,76.29,64.74,56.64,56.6,61.59,51.43,41.64,49.72,41.06,43.45,41.43,43.41,38.53,32.1,36.17,41.87,40.31,41.39,46.43,41.63,35.9,40.55,44.76,46.04,45.82,47.27,45.94,35.68,38.97,48.97,51.74,50.57,48.04,40.2,42.19,49.6,49.81,51.32,50.02,55.76,51.58,40.84,44.92,37.74,40.61,41.28,48.17,52.44,39.98,47.3,51.26,54.8,54.18,53.79,56.13,38.7,,,56.04,62.41,64.17,63.47,54.89,62.37,69.62,72.89,68.7,71.77,65.35,56.28,69.58
Bradford,driving,100.0,105.76,108.43,104.17,108.17,105.92,92.55,100.39,104.0,115.75,105.75,112.66,105.89,90.56,99.78,104.08,105.4,106.31,109.8,102.36,92.59,98.9,104.25,107.26,106.04,106.96,111.51,105.38,109.84,106.48,114.57,111.37,115.53,103.58,92.05,106.59,113.65,116.95,110.89,119.79,106.26,97.18,129.5,112.17,109.54,109.06,114.73,109.21,92.07,106.79,110.85,108.9,105.79,113.63,104.64,93.21,103.43,102.15,102.97,97.6,99.8,93.46,82.08,83.13,76.02,72.57,73.07,78.69,64.41,53.87,60.23,47.69,44.53,43.63,48.43,38.69,31.62,40.33,43.61,44.83,42.06,50.34,40.32,34.89,43.41,47.55,47.01,48.68,45.28,44.75,33.53,37.82,50.26,50.36,50.54,57.02,47.07,41.44,52.74,54.07,55.23,56.02,57.69,49.29,42.66,52.72,55.36,54.28,55.65,63.2,56.0,47.78,56.33,60.08,62.67,63.39,57.04,57.91,47.57,,,68.96,70.53,76.82,75.37,65.19,74.08,78.87,84.36,82.38,90.75,82.01,68.85,85.67
Bradford,transit,100.0,107.29,109.48,112.32,102.48,98.54,101.24,109.04,115.82,118.29,112.61,101.31,96.43,96.21,113.34,109.33,114.8,115.89,99.13,94.1,92.2,117.49,110.5,111.88,98.91,99.2,94.31,118.88,114.36,103.28,107.94,110.06,91.91,87.46,91.76,117.78,118.73,119.53,106.12,108.09,84.91,97.23,122.23,105.47,109.48,104.88,95.34,98.1,91.47,108.09,106.12,107.94,106.49,104.88,96.14,91.84,99.85,105.76,108.31,97.59,74.93,72.89,68.95,68.59,59.04,61.01,52.55,51.09,40.01,44.9,46.87,32.43,26.02,21.5,26.02,20.48,22.96,25.44,26.82,27.84,21.28,22.01,19.24,19.97,28.28,23.25,23.62,26.24,22.08,22.08,21.06,22.89,26.75,26.46,23.32,24.05,18.8,23.91,22.45,26.46,27.55,26.53,26.38,23.03,23.18,24.34,30.03,22.01,25.73,24.56,23.32,24.34,26.09,27.26,27.04,30.98,26.82,28.28,26.17,,,32.73,32.87,34.99,28.72,32.0,30.76,32.14,28.21,36.52,36.3,29.74,35.5,40.23
Bradford,walking,100.0,110.46,110.56,99.74,119.47,120.04,91.93,94.84,100.49,112.48,103.3,107.16,119.65,81.03,97.17,96.42,106.18,106.85,113.39,119.28,85.44,97.56,111.08,111.76,103.35,116.07,153.65,74.07,94.71,100.8,104.67,105.24,119.28,111.16,86.3,112.67,110.46,115.75,113.86,119.18,111.73,82.27,94.24,103.58,106.85,102.41,109.94,138.67,86.11,102.83,105.53,116.58,102.21,121.8,124.76,91.67,96.31,100.88,96.68,94.37,110.23,121.2,73.37,86.66,79.03,73.22,80.79,90.97,73.09,60.32,72.31,66.75,62.29,61.1,69.32,60.29,44.28,55.46,63.72,62.03,59.04,68.67,62.55,56.22,61.1,73.16,68.02,70.36,76.2,70.23,49.68,54.68,70.91,76.95,76.75,85.52,68.6,65.4,79.16,72.77,80.92,80.92,76.67,69.09,59.67,67.35,70.46,63.22,68.34,76.28,76.59,66.26,71.11,87.26,82.9,84.89,79.5,81.42,58.42,,,87.57,89.15,92.91,97.69,74.72,87.54,100.05,106.88,98.62,115.52,97.92,77.76,101.95
Bristol,driving,100.0,103.68,101.28,102.09,105.09,104.15,85.75,98.06,102.62,104.15,103.41,112.21,112.65,89.66,99.42,107.82,107.04,102.13,112.52,111.48,88.35,99.43,104.74,104.88,103.92,115.61,109.25,80.99,102.98,104.99,110.76,109.01,120.62,104.14,86.12,110.41,108.88,114.89,111.19,121.22,111.43,90.46,103.4,107.1,110.83,107.31,129.33,112.37,92.46,99.54,103.34,109.56,105.8,114.89,111.48,87.54,99.59,104.62,99.8,96.01,99.04,91.97,69.27,76.08,64.67,61.79,59.89,63.1,50.53,40.02,47.16,34.22,31.29,30.83,31.59,24.65,20.85,28.34,28.52,28.31,28.33,32.03,26.12,23.59,30.0,30.24,31.19,33.32,28.31,26.25,21.23,25.88,31.22,32.56,32.64,32.85,26.93,26.84,33.45,34.17,34.53,35.25,37.25,33.0,29.53,34.29,34.19,34.56,34.77,40.47,35.14,29.87,36.87,37.89,38.74,40.79,37.21,35.49,31.31,,,46.67,47.37,52.87,48.9,44.83,50.65,53.29,56.0,55.57,58.31,52.92,50.93,56.46
Bristol,transit,100.0,103.76,105.31,103.86,109.37,106.35,93.67,112.34,107.49,114.25,110.22,124.47,111.48,94.0,107.79,115.17,113.64,108.12,125.33,120.46,93.59,106.33,111.9,108.32,114.67,121.88,119.27,89.65,105.52,114.34,125.11,110.38,124.89,110.16,96.52,114.38,116.76,124.86,111.84,127.01,112.42,97.65,108.76,110.05,114.49,110.32,120.41,113.7,93.43,105.2,105.41,107.38,104.41,115.36,114.0,92.44,99.97,105.82,100.2,90.77,98.64,89.43,70.31,67.03,55.54,43.39,41.32,38.96,29.14,25.79,27.57,18.7,17.46,16.21,14.92,12.46,12.62,16.52,15.24,14.09,15.0,14.78,12.32,14.72,16.13,13.45,14.33,13.54,14.83,13.48,11.58,15.93,14.42,14.56,14.53,16.05,12.31,12.45,16.27,15.14,15.71,15.0,15.43,16.1,14.58,15.39,14.7,14.58,17.17,17.23,13.73,15.36,16.55,15.16,18.11,15.69,17.59,17.24,15.93,,,17.82,19.08,19.3,17.64,17.81,21.29,21.52,24.06,24.44,22.39,20.41,21.45,23.56
Bristol,walking,100.0,100.16,118.33,106.04,126.44,157.69,98.66,114.85,119.57,121.18,127.05,158.35,188.23,102.33,124.49,126.36,151.77,124.26,158.7,187.67,108.15,119.33,124.92,135.6,137.27,168.77,189.01,78.69,101.8,120.41,151.0,129.81,171.68,157.0,97.91,126.63,136.84,147.79,142.43,172.91,187.32,104.37,105.78,110.36,127.2,122.0,161.86,171.63,105.64,109.11,117.07,115.18,114.97,156.43,204.59,99.17,103.03,113.89,116.71,103.44,128.58,147.06,74.68,83.72,63.61,54.84,50.14,54.56,47.27,36.43,43.91,33.33,33.87,33.62,33.41,30.04,27.21,28.52,32.9,30.01,31.82,36.72,33.91,30.09,30.78,33.11,35.13,36.97,36.54,37.17,30.83,32.35,34.68,38.86,35.1,27.17,26.62,34.03,36.32,37.39,35.83,38.93,38.99,40.13,38.1,32.15,26.44,29.64,28.77,36.07,39.09,30.87,35.53,35.39,37.76,38.09,42.3,43.81,30.52,,,39.67,43.45,47.73,50.04,43.3,45.38,49.05,51.36,50.69,49.05,43.3,49.28,54.83
Cardiff,driving,100.0,106.87,103.11,102.32,108.27,102.94,86.53,98.85,102.77,112.18,104.77,110.27,111.28,88.18,96.27,104.65,103.21,106.93,126.26,116.7,91.66,96.17,104.69,105.16,102.75,111.85,100.91,83.32,96.55,101.85,102.18,103.98,120.69,106.8,93.25,116.37,119.97,116.28,111.1,129.82,121.7,95.97,99.86,106.28,105.0,99.45,140.6,113.45,87.95,100.35,104.21,122.0,102.9,113.61,101.91,88.61,97.26,101.89,101.33,88.65,96.14,85.28,67.38,71.2,61.66,58.21,56.47,58.23,49.04,37.22,42.98,30.81,28.12,28.67,29.6,22.42,19.79,26.26,26.5,27.01,27.02,28.87,25.32,21.99,27.1,27.76,28.5,29.81,26.27,24.76,19.21,23.32,29.76,30.43,31.42,31.22,26.41,23.52,29.49,31.7,32.43,31.71,33.18,28.75,26.23,30.83,30.45,31.5,33.14,35.18,30.52,25.9,33.66,34.25,35.62,36.61,31.32,31.69,28.16,,,38.66,40.7,44.83,38.45,33.99,41.87,42.7,44.62,45.92,49.26,41.63,36.99,42.05
